,Title,Description,User_enrolled,Rating,User_vote,Link,Category,Level
2406,jQuery Action Build 20 jQuery Projects,jQuery Hands-On Practical Course! Learn jQuery from Basics & Create 20 amazing real-world jQuery Projects,2383.0,4.4,230.0,https://www.udemy.com/course/jquery-web-development-made-easy/,Tech,Beginner
2407,Apple Watch Programming iOS Developers  WatchOS 3 Apps," Using Xcode 8 and Swift 3, learn how to make 3 complete WatchKit apps",1596.0,4.6,230.0,https://www.udemy.com/course/apple-watch-programming-for-ios-developers-watchos-3-apps-watchkit/,Tech,All Levels
2408,Data Structures Algorithms Swift,Implementing Practical Data Structures with Swift,1264.0,4.4,229.0,https://www.udemy.com/course/data-structures-and-algorithms-in-swift/,Tech,Intermediate
2409,100 Interactive Python Exercises Boost Python Skill,Another 100 set of Python exercises for beginners who want to solidify their Python skills! Exercise solutions included!,2121.0,4.5,229.0,https://www.udemy.com/course/the-python-fitness-program/,Tech,All Levels
2410,Complete C Course  10 1 Beginners Pro C Net Apps,"C# Programming Basics by C# Windows Forms Gui Project, C# Beginners, C# Registry,SQL,Zip File, Report,Multi language App",19084.0,4.2,229.0,https://www.udemy.com/course/c-for-beginners-to-advance-via-projects-1/,Tech,All Levels
2411,Advance Android Programming  learning basics,"Learn to save preferences using Preferences and saving data to Files in Android, Using ActionBar and more advance topics",27009.0,4.4,229.0,https://www.udemy.com/course/advance-android-programming-by-9i-technologies/,Tech,All Levels
2412,Python Design Patterns,"Design patterns to improve the speed, code reuse, and performance of your Python applications",1047.0,3.8,228.0,https://www.udemy.com/course/python-design-patterns/,Tech,Beginner
2413,Refactoring Java IntelliJ IDEA,"Learn to refactor like you mean it, stress-free, using IntelliJ IDEA's built-in refactorings",1479.0,4.3,228.0,https://www.udemy.com/course/refactoring-java-with-intellij-idea/,Tech,Beginner
2414,Complete Web Development Bootcamp,"Become a Web Developer! Learn how to code in HTML, CSS, and JavaScript. Get hired in a high-paying programming career!",18697.0,3.1,228.0,https://www.udemy.com/course/web-development-bootcamp/,Tech,Intermediate
2415,Angular JS Complete Course,Learn to build robust Applications with the popular AngularJS framework,25992.0,3.1,228.0,https://www.udemy.com/course/angular-js-complete-course/,Tech,All Levels
2416,Building Enterprise Application ASPNET Core MVC,"Full-Stack MVC Web Application with ASP.NET Core 3.0, ASP.NET Core 2.2 & Entity Framework Core",6390.0,4.5,228.0,https://www.udemy.com/course/building-an-enterprise-application-with-aspnet-core-mvc/,Tech,Intermediate
2417,Build Android Apps App Inventor 2  Coding Required,"Android application,App Inventor 2,Google Play Store,Basic Programming",1173.0,4.2,228.0,https://www.udemy.com/course/build-android-apps-with-app-inventor-2-no-coding-required/,Tech,Beginner
2418,Mastering SQL Query SQL Server,Querying Microsoft SQL Server & Azure SQL DB,24770.0,4.3,228.0,https://www.udemy.com/course/what-is-sql-programming-language-with-examples/,Tech,All Levels
2419,Python Programming Bible HandsOn Python 3 10 Projects,"Python for Beginners, Learn Python Programming in Fun-Fashion, Python for Data Science, Machine Learning, GUI and More !",1732.0,4.4,228.0,https://www.udemy.com/course/python-programming-bible-hands-on-python-3-with-10-projects/,Tech,Intermediate
2420,Modern JavaScript Today,what every web developer needs to know,2200.0,4.6,227.0,https://www.udemy.com/course/using-modern-javascript/,Tech,Beginner
2421,Programmatic Uber Clone App Swift Firebase Storyboards,"Build a fully programmatic Uber Clone with iOS 13 and the latest versions of Swift & Firebase, without storyboards!",1140.0,4.6,227.0,https://www.udemy.com/course/programmatic-uber-clone-swift-firebase-no-storyboards/,Tech,All Levels
2422,Functional  Reactive programming Java  Modern Style,"Java Programming MasterClass, Design Patterns,Data Structures,Lambda,Streams,Collectors,Collections,Optionals & RxJava",2023.0,4.5,227.0,https://www.udemy.com/course/functional-programming-and-reactive-programming-in-java/,Tech,All Levels
2423,Learn SQL 6 days,Learn SQL and handle databases confidently,1697.0,4.6,226.0,https://www.udemy.com/course/learnsql/,Tech,All Levels
2424,C Console Programming Exercises Beginners Step Step,Learn C# by doing programming projects for beginners,10674.0,4.6,226.0,https://www.udemy.com/course/c-sharp-college-programming-exercises-projects/,Tech,All Levels
2425,Complete Android 11 Developer Course  Mastering Android,Learn Android App Development from Zero to Hero - Build 50+ Apps from scratch - Become a real developer,18348.0,3.9,226.0,https://www.udemy.com/course/the-complete-android-10-developer-course-mastering-android/,Tech,Beginner
2426,Ionic 4  Build PWA Mobile Apps Angular,"Build Progressive Web Apps, Native Android and iOS Apps with Ionic 4 and Angular",988.0,4.0,226.0,https://www.udemy.com/course/ionic-4-build-pwa-and-mobile-apps-with-angular/,Tech,All Levels
2427,Python New learners Introduction python programming,Learn basics of Python 3 programming. Start coding in Python 3. Be a Python Enthusiast. love Python !!,2945.0,4.8,234.0,https://www.udemy.com/course/python-for-beginners-introduction-to-python-programming/,Tech,All Levels
2428,Mobile App Development Android 2015,You'll create a real world social networking application! All of Android's core concepts in a production level project!,2890.0,4.3,226.0,https://www.udemy.com/course/mobile-app-development-with-android-2015/,Tech,All Levels
2429,Augmented Reality apps ARKit SceneKit iOS,"Build real world apps on iOS using ARKit, SceneKit and SpriteKit - includes all source codes and 3D design files",5463.0,4.4,225.0,https://www.udemy.com/course/learnarkit/,Tech,All Levels
2430,Complete DevOps Engineer Course 20  Java  Kubernetes,Learn how to program in Java and build scalable web applications using Kubernetes with Google Cloud platform. DevOps pro,6311.0,4.4,225.0,https://www.udemy.com/course/the-complete-devops-engineer-course-20-java-kubernetes/,Tech,All Levels
2431,Java Socket Programming Build Chat Application,Learn Java socket programming concepts and build a multi-user chat application,1791.0,4.3,225.0,https://www.udemy.com/course/java-socket-programming-build-a-chat-application/,Tech,All Levels
2432,SQL Server Cloud Architect AWS,Moving Your SQL Server to The Cloud,1641.0,4.3,225.0,https://www.udemy.com/course/how-to-become-a-sql-server-cloud-architect-on-aws/,Tech,All Levels
2433,Data Scientist Azure Machine Learning,A Practical Introduction To Microsoft's Azure Machine Learning Tools,1167.0,3.3,225.0,https://www.udemy.com/course/azure-machine-learning-introduction/,Tech,All Levels
2434,Build Spring Boot Apps Kotlin Programming Language,"Build fully functional, robust and efficient applications with Spring Boot and the Kotlin programming language",1239.0,4.3,224.0,https://www.udemy.com/course/build-spring-boot-apps-with-the-kotlin-programming-language/,Tech,All Levels
2435,Complete MySQL Bootcamp Expert SQL  MySQL,"In our complete MySQL Bootcamp you will learn how to write complete queries, build real web applications, & so much more",12971.0,3.8,224.0,https://www.udemy.com/course/complete-mysql-bootcamp/,Tech,All Levels
2436,Learn Object Oriented Programming PHP fundamentals bootcamp,Object Oriented Programming in PHP tutorial learn how to use the fundamental building to create amazing applications,24484.0,3.5,224.0,https://www.udemy.com/course/learn-object-oriented-programming-php-fundamentals-bootcamp/,Tech,Beginner
2437,Advanced iOS Frameworks Techniques Swift 3,Learn and Master the Coolest iOS Frameworks and Techniques by Example,1795.0,4.2,224.0,https://www.udemy.com/course/using-advanced-ios-frameworks/,Tech,All Levels
2438,Complete SAS Bootcamp,"A gentle and complete course on SAS programming, learn data analysis and visualization with SAS SQL and SAS Maro.",1343.0,4.0,224.0,https://www.udemy.com/course/practical-sas-from-beginner-to-advanced/,Tech,Intermediate
2439,Introduction PHP Programming Language,Learn the basics of PHP programming.,20415.0,4.5,224.0,https://www.udemy.com/course/introduction-to-php-programming-training-course/,Tech,All Levels
2440,JavaScript Beginners Welcome learning JavaScript,Learn JavaScript here Simple to follow step by step guide building JavaScript code from scratch beginner course,16782.0,3.8,224.0,https://www.udemy.com/course/javascript-for-beginners-course/,Tech,All Levels
2441,Learn OAuth 20  Theory Hands,"Learn with Java, Spring Boot, Spring Security, Spring OAuth, Bootstrap and more",1521.0,4.0,225.0,https://www.udemy.com/course/learn-oauth-20-theory-and-hands-on/,Tech,All Levels
2442,Advanced AI Games GoalOriented Action Planning,"Artificial Intelligence for Creating Complex Game Character Behaviours for Simulations, Real-Time Strategy Games & More",2393.0,4.7,224.0,https://www.udemy.com/course/ai_with_goap/,Tech,Beginner
2443,WordPress Intermediate Skills,"If you use WordPress, this course takes you beyond the basics and teaches you skills essential to all WordPress users.",2422.0,4.7,223.0,https://www.udemy.com/course/wordpress-intermediate/,Tech,All Levels
2444,Beginners Guide Learning HTMLHTML5 right way,New to HTML? Don't Know Where To Start? Worry No more! I cover all the basics so you can stop thinking and start coding,12407.0,4.2,223.0,https://www.udemy.com/course/takethefirststep/,Tech,Intermediate
2445,Gitlab  GitLab CI Beginners DevOps Expert,"Learn to use GitLab to reduce time in any DevOps project. Plan, manage users, CI / CD etc. Get ready for a DevOps job!",1254.0,3.3,223.0,https://www.udemy.com/course/gitlab-for-beginners/,Tech,All Levels
2446,Comprehensive Statistics Data Science R Course,"Learn how to use R for data science tasks, all about R data structures, functions and visualizations, and statistics.",2667.0,4.5,223.0,https://www.udemy.com/course/comprcourse/,Tech,All Levels
2447,Beginners Ruby Programming Training  Experience Required,A Ruby Programming Course Training Video. Learn Real-World Programming Techniques At Your Own Pace.,18084.0,4.5,223.0,https://www.udemy.com/course/ruby-programming/,Tech,All Levels
2448,Node SocketIO Build Web Chat App Scratch,"Build A Complete Chat App With Private and Group Chat Functionalities Using NodeJS, SocketIO, MongoDB, Express",1892.0,4.0,223.0,https://www.udemy.com/course/node-with-socketio-build-a-full-web-chat-app-from-scratch/,Tech,Intermediate
2449,Build Advanced 2D Platformer game Unity,Stretch your Unity skills further by building a feature rich 2D Platform Game,1387.0,3.9,223.0,https://www.udemy.com/course/build-an-advanced-2d-platformer-game-in-unity/,Tech,All Levels
2450,Objected Oriented Programming C Visual Studio 2017,Explore the processes and benefits of objected oriented programming,1862.0,4.2,222.0,https://www.udemy.com/course/masteroopwithcsharp/,Tech,All Levels
2451,SAP Fiori Simplified ABAPers,Specially developed crash course for ABAPers,858.0,3.9,222.0,https://www.udemy.com/course/learnfiori/,Tech,Intermediate
2452,Creating powerful APIs Django Rest Framework Heroku,Learn how to create powerful API's with Django 2.1 and Django Rest Framework 3 deploying on Heroku,14922.0,3.8,222.0,https://www.udemy.com/course/powerful-apis-django-rest-framework/,Tech,All Levels
2453,NET Core 31 Web API  Entity Framework Core Jumpstart,"Build the back-end of a .NET Core 3.1 web application with Web API, Entity Framework Core & SQL Server in no time!",1101.0,4.5,227.0,https://www.udemy.com/course/net-core-31-web-api-entity-framework-core-jumpstart/,Tech,All Levels
2454,Django Tutorial Build App Fast  Free,Enroll in this free step-by-step walkthrough of the official Django tutorial (in python). Additional content included.,5330.0,4.4,222.0,https://www.udemy.com/course/create-your-first-django-website-fast-free/,Tech,Expert
2455,Create Members Blog PHP MySQL  AJAX,"Create a Database Driven Blog with Authentication, Validated Contact Forms, & Session Variables using PHP, MYSQL, & AJAX",52546.0,4.1,222.0,https://www.udemy.com/course/create-a-members-only-blog-using-php-mysql-ajax/,Tech,All Levels
2456,Learn XMLAJAX  Beginners,Learn to create interactive web applications using AJAX,60403.0,4.2,214.0,https://www.udemy.com/course/learn-xml-ajax-for-beginners/,Tech,All Levels
2457,Microsoft SQL Server 2012 Certification Training Exam 70463,Study For Implementing a Data Warehouse with Microsoft SQL Server 2012 (Exam 70-463) Training,3738.0,4.1,222.0,https://www.udemy.com/course/microsoft-sql-server-2012-certification-training-exam-70-463/,Tech,Beginner
2458,Java Programming Essentials AP Computer Science,"AP Computer Science, Java, Java 8, Programming, Objected Oriented Programming, OOP, BlueJ, Eclipse, Java SE",2781.0,4.0,222.0,https://www.udemy.com/course/ap-computer-science-a-java-programming-essentials/,Tech,Beginner
2459,Master Flutter  Learn Dart  Flutter Developing 5 Apps,"Learn Google Flutter & Dart by Developing 5 Real Life & Enterprise Apps including UI, App Dashboard and API",1219.0,4.1,222.0,https://www.udemy.com/course/master-flutter-learn-dart-flutter-by-developing-20-apps/,Tech,Beginner
2460,Deep Dive  ASPNET WebForms,36 Hours Course covering all concepts of ASP.NET WebForms in-depth by Micorosoft Certified Trainer,2184.0,4.5,221.0,https://www.udemy.com/course/aspnet-webforms/,Tech,All Levels
2461,DevOps AWS Learn set infrastructure cloud,A project based unique course which will teach you Cloud Computing and DevOps both from ground up.,1576.0,3.8,221.0,https://www.udemy.com/course/devops-on-aws-learn-to-set-up-your-infrastructure-on-cloud/,Tech,All Levels
2462,want connect Xamarin Forms app REST API,"In less than 3hours, learn how to create a REST API with ASP.NET Core and call it from Xamarin Forms app (iOS & Android)",7963.0,4.4,221.0,https://www.udemy.com/course/i-want-to-connect-my-xamarin-forms-app-to-rest-api/,Tech,All Levels
2463,Learn C Databased App Entity Framework,Learn how to create an application in C# that can generate it's own database using Entity Framework and Code First.,1317.0,4.5,221.0,https://www.udemy.com/course/learn-c-make-a-databased-app-with-entity-framework/,Tech,Intermediate
2464,Ultimate Shopify Dropshipping Facebook Ads Course,Starting Your eCommerce Store From Scratch And Taking It To The MAX! Discover All The Insider Facebook Tips And Tricks.,3027.0,3.4,221.0,https://www.udemy.com/course/the-ultimate-shopify-dropshipping-facebook-ads-course/,Tech,Beginner
2465,Practical Introduction Machine Learning Python,Quickly Learn the Essentials of Artificial Intelligence (AI) and Machine Learning (ML),8290.0,4.6,221.0,https://www.udemy.com/course/practical-machine-learning/,Tech,Beginner
2466,Flutter,Build your own applications using Flutter,23504.0,4.1,221.0,https://www.udemy.com/course/flutterforyou/,Tech,Beginner
2467,PHP MySQL Procedural,Learn to Code in PHP Procedural way and Create web applications with the knowledge you gain in this course,37517.0,3.9,220.0,https://www.udemy.com/course/php-with-mysql-procedrual-part/,Tech,All Levels
2468,Introduction MongoDB,"Short and Friendly Introduction to the MongoDB. Learn, understand and practice fundamentals of the MongoDB.",11011.0,4.2,220.0,https://www.udemy.com/course/introduction-to-the-mongodb/,Tech,All Levels
2469,Bootstrap 5 Course Complete Guide Step Step,Build 3 Live Real-World Projects with the Latest Bootstrap 5 CSS Framework. In-Depth Training on Bootstrap 5,33342.0,4.4,220.0,https://www.udemy.com/course/the-complete-bootstrap-5-course-for-beginners-step-by-step/,Tech,All Levels
2470,Testing Agile,Learn the new testing activity approach in Agile.,1779.0,3.7,220.0,https://www.udemy.com/course/testing-in-agile/,Tech,All Levels
2471,HTML5 CSS3  Essential Training,Learn HTML5 / CSS3 and how to incorporate markup to build standards-compliant and forward-thinking responsive web sites.,722.0,4.4,220.0,https://www.udemy.com/course/html5-and-css3-essential-training/,Tech,Beginner
2472,Build Chatbots Beginner Intermediate,"Learn how to build bots on DialogFlow, Slack, Facebook Messenger, Twilio, and more",3589.0,3.5,220.0,https://www.udemy.com/course/how-to-build-chats-bots-from-beginner-to-expert/,Tech,All Levels
2473,Complete Apache Kafka course beginners,"Explore the principles of Kafka installation, operations, Zookeeper concepts and deployment of Kafka servers.",889.0,3.8,220.0,https://www.udemy.com/course/apache-kafka-tutorial-for-beginners/,Tech,Intermediate
2474,Unity Android Game  App Development  Build 10 Games  Apps,"Learn Android Game Development With Unity & Android App Development With MIT App Inventor, Build 10 Android Games & Apps",1268.0,3.8,220.0,https://www.udemy.com/course/learn-unity-game-development-android-app-development/,Tech,Beginner
2475,Learning ASPNET Core 20 MVC  Beginner Developer,"Learn ASP.NET Core 2.0 MVC 6 from the ground up, develop custom applications and use Entity Framework Core with LocalDB",852.0,4.3,220.0,https://www.udemy.com/course/learning-aspnet-core-mvc-beginner-to-developer/,Tech,Beginner
2476,Practical Python Programming Practices 100 Common Projects,Master python programming with 100 best python programming practices for absolute beginners to excel in the industry,29144.0,4.1,220.0,https://www.udemy.com/course/100-python-programming-best-practices-for-absolute-beginner/,Tech,Beginner
2477,Definitive NodeJs Developer Course,"Take you coding to the next level with Node js, the most popular Javascript open source server framework.",1493.0,4.3,219.0,https://www.udemy.com/course/the-definitive-nodejs-developer-course/,Tech,Beginner
2478,Build Outstanding Java Apps JavaFX faster,Launch a beautiful Java app by the end of the week. Learn smarter Programming with the JavaFX GUI Framework.,980.0,4.0,219.0,https://www.udemy.com/course/javafx-gui-programming/,Tech,All Levels
2479,Create Dynamic web Forms jQuery,Guide to accessing form content and utilizing the data within jQuery and JavaScript code,10302.0,4.5,219.0,https://www.udemy.com/course/create-dynamic-web-forms-with-jquery/,Tech,Beginner
2480,Beginners Eclipse Java IDE Training Course,Learn how to create Java applications using the Eclipse Integrated Development Environment,1395.0,4.8,219.0,https://www.udemy.com/course/beginners-eclipse-java-ide-training-course/,Tech,Beginner
2481,ModelViewController design pattern Unity,"Develop a ""Guitar Hero like"" game with Unity. Part 1 : Design Pattern",1206.0,3.7,219.0,https://www.udemy.com/course/unity-model-view-controller/,Tech,All Levels
2482,Mastering Magento,"Master Magento's modular framework, from installation to execution, with this detailed video course",1824.0,3.8,219.0,https://www.udemy.com/course/mastering-magento/,Tech,Beginner
2483,Scala Advanced 1  Scala Type System,"Mutable State, Scala Type System In-Depth, Implicits",1745.0,4.4,218.0,https://www.udemy.com/course/scala-advanced-part-1-the-scala-type-system/,Tech,Intermediate
2484,Introduction programming Visual BasicNet  Beginners,"Create your own application , quick and easy! publish your app and sell/use it online",4643.0,4.4,218.0,https://www.udemy.com/course/visualbasic2013/,Tech,Beginner
2485,Selenium WebDriver JavaScript Automation Beginners 2019,"Become A Master Of Browser Automation With Selenium WebDriver, JavaScript and Node.Js (Practice Website Included)",12307.0,4.3,218.0,https://www.udemy.com/course/selenium-webdriver/,Tech,Intermediate
2486,CSS Grid  Flexbox  Ultimate Course Build 10 Projects,Create Modern Web Layouts w/ CSS Grid & Flexbox While Building +10 Real World Projects - SASS & CSS Transitions Included,1519.0,4.6,218.0,https://www.udemy.com/course/css-grid-flexbox-the-ultimate-course-build-10-projects/,Tech,Intermediate
2487,Practical SQL Reporting SSRS,Get hands on with Microsoft SQL Server Reporting Services and learn how to create reports that can viewed over the web,2755.0,4.2,218.0,https://www.udemy.com/course/practical-sql-reporting-with-ssrs/,Tech,Intermediate
2488,Redis,Learn how to use the super powerful in-memory database used by the top web companies.,1432.0,2.9,218.0,https://www.udemy.com/course/learn-redis/,Tech,All Levels
2489,Learn jQuery AJAX 1 hour,Guide to getting started with AJAX use jQuery to make seamless connections to external data sources and APIs,6966.0,4.3,218.0,https://www.udemy.com/course/jquery-ajax-course/,Tech,All Levels
2490,Introduction World Machine,Gain a strong foundation into the world of procedural terrain generation taught by a 13-year game industry veteran.,948.0,4.8,218.0,https://www.udemy.com/course/introduction-to-world-machine/,Tech,All Levels
2491,Learn Java Artificial Intelligence Programming Tools,Get to know the basics of Java programming with a touch of futuristic Artificial Intelligence coding tools and concepts,35991.0,4.0,218.0,https://www.udemy.com/course/learn-java-and-artificial-intelligence-programming-tools/,Tech,Intermediate
2492,Automation Testing QTP,Become an expert automation tester through this award winning HP Quick Test Professional (QTP) course.,8991.0,3.5,218.0,https://www.udemy.com/course/software-testing-qtp-tutorial-advanced-automated-framework/,Tech,All Levels
2493,JavaScript developer  Learn React NodeAngular,Learn Hands-on Practical JavaScript Development with : JavaScript|React|Node|Angular,9255.0,3.6,218.0,https://www.udemy.com/course/become-a-javascript-developer-learn-react-nodeangular/,Tech,All Levels
2494,PHP Beginners Inventory POS Sales Project  AdminLTE,Create Inventory POS System Project With Billing by use of Bootstrap Responsive AdminLTE Dashboard With PHP PHP7 MYSQL,6227.0,4.7,219.0,https://www.udemy.com/course/php-for-beginners-to-inventory-pos-sales-project-adminlte-dashboard/,Tech,Intermediate
2495,Twitter iOS Clone  Swift 5Firebase  Storyboards  MVVM,"Build a fully programmatic Twitter Clone for iOS 13 using Swift 5, Firebase and MVVM Architecture",1007.0,4.6,217.0,https://www.udemy.com/course/twitter-ios-clone-swift/,Tech,Intermediate
2496,Job Web Developer StepbyStep Guide,"Tips, tricks and industry secrets to help you land that web development job! A step-by-step guide to getting hired.",1495.0,4.5,217.0,https://www.udemy.com/course/get-a-job-career-as-a-frontend-web-developer-step-by-step-guide/,Tech,All Levels
2497,Ruby Programming,Learn Ruby Programming Fast!,4344.0,4.7,217.0,https://www.udemy.com/course/ruby-programming-for-everyone/,Tech,Beginner
2498,Learn HTML CSS  JavaScript Web Development,"Learn HTML, CSS, JavaScript, Bootstrap and much more! Get your web developer certificate!",12091.0,2.3,217.0,https://www.udemy.com/course/development-crash-course/,Tech,All Levels
2499,Introduction Data Structures  Algorithms,Learn Data Structure & Algorithm from Scratch,24547.0,3.5,216.0,https://www.udemy.com/course/introduction-to-data-structures-algorithms/,Tech,Beginner
2500,Expressjs Nodejs  MongoDB,Fast development never been easy,4854.0,4.4,216.0,https://www.udemy.com/course/expressjs-node-mongodb/,Tech,All Levels
2501,Angular 8 hands Java Developers,Expand your Java skills to become a full-stack developer with the Angular web framework,1208.0,4.5,216.0,https://www.udemy.com/course/angular-hands-on-for-java-developers/,Tech,All Levels
2502,Blockchain Programming Javascript,Learn the Most Disruptive Invention Since The Internet,1386.0,4.3,216.0,https://www.udemy.com/course/blockchain-programming-using-javascript/,Tech,Intermediate
2503,HTML step absolute beginners,Start developing your first web pages even if you don't have any IT background,10655.0,4.8,216.0,https://www.udemy.com/course/html-the-first-step-for-absolute-beginners/,Tech,All Levels
2504,Complete Beginners Java Tutorial Java JavaFxMavenJenkins,Become A Professional Java Developer From Scratch,10967.0,3.9,216.0,https://www.udemy.com/course/complete-beginners-java-tutorial-java-javafx-maven/,Tech,Intermediate
2505,Algorithms Bootcamp C,"Recursion, backtracking, dynamic programming and data structures (linked lists, queues, stacks and binary search trees)",8259.0,4.3,216.0,https://www.udemy.com/course/algorithms-bootcamp-in-c/,Tech,Beginner
2506,TensorFlow 20 Practical Advanced,"Master Tensorflow 2.0, Google’s most powerful Machine Learning Library, with 5 advanced practical projects",3873.0,4.3,216.0,https://www.udemy.com/course/tensorflow-2-practical-advanced/,Tech,Intermediate
2507,Python 3 Hours Python Programming Beginners,Python in 3 Hours. Python Programming Tutorial for Beginners. No Previous Experience Required. Ultimate Guide to Python,4744.0,3.6,215.0,https://www.udemy.com/course/python-in-2-hours-python-programming-for-beginners/,Tech,All Levels
2508,Practical AutoLISP Programming  Beginner Advanced,This course is your ultimate guide to learning AutoLISP Programming. You will learn by example with lots of programs.,861.0,4.4,215.0,https://www.udemy.com/course/practical-autolisp-programming-beginner-to-advanced/,Tech,Beginner
2509,Automate React Native Releases Fastlane  Bitrise,Learn step-by-step how to release your React Native applications into Stores automatically by using Fastlane & Bitrise.,1468.0,4.0,215.0,https://www.udemy.com/course/automate-your-react-native-releases-with-fastlane-and-bitrise/,Tech,Beginner
2510,Modern NET Ecosystem NET Core,Learn all the modern .NET concepts. .NET Core is the Future of .NET,1179.0,4.3,215.0,https://www.udemy.com/course/modern-net-ecosystem-and-net-core/,Tech,Beginner
2511,Looking Learn BDD  Cucumber expertise 2 hrs,Step by Step BDD Concepts | Cucumber Framework | Gherkin Language |End to End Integration Selenium Cucumber Maven Java,1187.0,3.9,215.0,https://www.udemy.com/course/bdd-with-cucumber/,Tech,Beginner
2512,Introduction Java Programming Online Learners,"Supplemental instruction on java concepts found in online programming courses, designed to help students truly learn.",2162.0,3.8,215.0,https://www.udemy.com/course/learning-to-program-in-java-a-supplement-for-online-academic-learners/,Tech,All Levels
2513,Firebase Firestore iOS,"Learn all about the brand new Firestore, a NoSQL document based technology",1055.0,4.8,215.0,https://www.udemy.com/course/devslopes-firestore-ios/,Tech,All Levels
2514,Advanced Database Design Relational DB w MySQL,No basics here. Advanced learnings and best practices for those who want to get to their next level.,11143.0,4.0,214.0,https://www.udemy.com/course/advanced-database-design/,Tech,All Levels
2515,Connecting working Oracle Cloud DBaaS,"Connecting and working with Oracle cloud DBaaS using command line tool, Toad for Oracle, SQL Developer and C Program.",873.0,4.1,214.0,https://www.udemy.com/course/connecting-and-working-with-oracle-cloud-dbaas-using-toad-sqldeveloper/,Tech,All Levels
2516,Variables Data Types Java Coding,Learn some of the basics of Java from scratch,11143.0,2.6,214.0,https://www.udemy.com/course/the-java-bootcamp/,Tech,All Levels
2517,Intro Ruby Programming,Beginners Series,1722.0,4.7,214.0,https://www.udemy.com/course/intro-to-ruby-programming/,Tech,Beginner
2518,Complete Vue JS Developer Course  inc Vue JS 2,"Build real web apps with Vuex, Router, Node! Master Vue Js and Vue JS 2!",1945.0,4.3,214.0,https://www.udemy.com/course/vue-js-2-the-full-guide-by-real-apps-vuex-router-node/,Tech,All Levels
2519,Comprehensive Programming R Course,How to design and develop efficient general-purpose R applications for diverse tasks and domains.,2959.0,4.2,214.0,https://www.udemy.com/course/the-comprehensive-programming-in-r-course/,Tech,All Levels
2520,ML Business Managers Build Regression model R Studio,Simple Regression & Multiple Regression| must-know for Machine Learning & Econometrics | Linear Regression in R studio,47528.0,4.5,214.0,https://www.udemy.com/course/machine-learning-basics-building-a-regression-model-in-r/,Tech,Beginner
2521,Blockchain Programming,Build a blockchain and cryptocurrency from scratch using Python,2960.0,4.4,214.0,https://www.udemy.com/course/build-your-own-cryptocurrency-in-48-hours/,Tech,All Levels
2522,Complete guide building GraphQL API,Everything you need to know to build your own GraphQL API,1005.0,4.0,213.0,https://www.udemy.com/course/complete-guide-to-building-a-graphql-api/,Tech,Beginner
2523,Artificial Intelligence Music Creation Certification,Become a Music Star with No Music Knowledge with using Artificial Intelligence tools to create music automagically,29144.0,4.2,213.0,https://www.udemy.com/course/artificial-intelligence-music-creation-remixing-2018/,Tech,All Levels
2524,Freemium Principles Design F2P Games Generate Revenue,Learn how to Develop & Design Free to Play Games Using Analytics and Monetization that will Gauranteed makes Users Spend,746.0,4.4,213.0,https://www.udemy.com/course/freemium-business-model/,Tech,Intermediate
2525,Django AWS EC2 Fundamentals Course,"A beginner course for Django web developers. Learn to launch, optimize & scale your app in Amazon Web Services.",3423.0,4.3,213.0,https://www.udemy.com/course/django-tutorial-amazon-web-services/,Tech,All Levels
2526,Object Orientation PHP,"Fully understand object oriented analysis, design and programming from the ground up.",748.0,4.5,213.0,https://www.udemy.com/course/object-orientation/,Tech,Intermediate
2527,Learn Build Outdoor Environment Unreal Engine 4,Learn to create a game level from scratch using an industry-standard game engine!,1940.0,3.3,213.0,https://www.udemy.com/course/3dmotive-learn-to-build-an-outdoor-environment-with-unreal-engine-4/,Tech,Intermediate
2528,Rust Programming Language Beginners,More effective than C++. Develop your own Rust Programming library and increase your career options.,2129.0,4.3,213.0,https://www.udemy.com/course/the-rust-programming-language-for-beginners/,Tech,All Levels
2529,JQuery Master build awesome websites 5 Projects included,"Learn Jquery from the scratch or learn more about it, and build your own applications.",4578.0,4.5,212.0,https://www.udemy.com/course/jquery-master-beginner-to-advanced-projects-included/,Tech,Beginner
2530,Learning vRealize Automation 72,Learn the fundamentals of vRealize Automation to accelerate the delivery of your IT services,906.0,3.6,212.0,https://www.udemy.com/course/learning-vrealize-automation-72/,Tech,Beginner
2531,Java Programming Fundamentals,Master the core concepts of Java Programming language & their application to practical projects. Become a Java Developer,23605.0,4.1,212.0,https://www.udemy.com/course/java-programming-fundamentals-training/,Tech,All Levels
2532,Python  Web Fundamentals Course,"Learn to become a professional Python Programmer! Hours of lectures and problems, excellent for beginners!",17079.0,4.1,212.0,https://www.udemy.com/course/python-fundamentals-course/,Tech,Beginner
2533,Angular 2 Master Class Alejandro Rangel,Get all the knowledge required and become an Angular 2 ninja. Build many applications following the live Master Class,4160.0,4.1,212.0,https://www.udemy.com/course/angular-2-master-class-with-alejandro-rangel/,Tech,All Levels
2534,Scala Programming Beginners Complete Guide,Play with SCALA Programming - The Scalable Language | A MUST TAKING Programming course For Big Data Developer,12630.0,3.7,212.0,https://www.udemy.com/course/scala_scalable_functional_programming_language_kids_beginners_scratch/,Tech,All Levels
2535,Building Websites JavaScript DOM,"Learn how to create interactive, dynamic effects on your website with JavaScript using the DOM",39104.0,4.0,212.0,https://www.udemy.com/course/building-websites-learn-javascript-and-the-dom/,Tech,All Levels
